"","score","text","klasifikasi"
"438",0,"someone play the song fortunate son because trump finally did it us covid deaths have surpassed all the soldiers that died in  plus years of vietnam this is trumps vietnam ironically the war he needed  deferments to avoid coronavirususa vietnamwar","Netral"
"439",2,"this week an improbable summer the virus outside new york decency vs honesty coronavirususa camus  wednesday briefs   april","Positif"
"440",-1,"if it wasnxexxt for my guitars i would have lost my mind during this bullshit covid conronalockdown extendlockdown coronavirususa covidsucks","Negatif"
"441",0,"does anyone else feel like were in a bad experiment to see how easily we can be controlled xfxfxax and from what im seeing controlling us is pretty easy covid covidusa coronavirus coronavirususa coronavirusexperiment","Netral"
"442",-2,"trump trumpisanidiot trumpliesamericansdie coronavirususa   trump just doesnt get it   xexxcwexexxre looking at doing it on the international flights coming out of areas that are heavily infected we will be looking into that in the very near futurexexxd","Negatif"
"443",2,"coronavirususacovidusatrumpisaloserjoebidenusacoronaviruselection  what the survey indicates  is pandemic turns to opportunity to biden  can trump fill the  political hiatus by next  months","Positif"
"444",1,"i bet xexxaxexxa doesnxexxt wash xfxfxaxbc his hands after he pees either coronavirususa covid betterthantherestofus darwinawards","Positif"
"445",0,"usa is now at  resolved cases it took china  days to get from there to  and  additional days to get to  but usa seems to be taking twice as long also right now case fatality rate cfr in usa is  final cfr could be  coronavirususa","Netral"
"446",0,"jesus tittyfucking christ xfxfxaxaxfxfxfxbxexxdxexxxefxbxf covid coronavirus covidusa coronavirususa","Netral"
"447",1,"more than  million coronavirus cases worldwide covid cases worldwide timelapse on youtube   click the link xfxfxx  coronaupdate covid coronavirus covid covid coronavirususa usa india coronavirusindia wednesdaythoughts wednesdaymorning","Positif"
"448",-2,"things to do in los angeles aka the cityofangels magdafree of course and a bucket list challenge for besties see you after the coronavirususa pandemic xfxfxxxfxfxxxfxfxxbxfxfxxb","Negatif"
"449",0,"governor lockdown   cuomo covid coronavirususa wuhanvirus","Netral"
"450",1,"apr  projection of covidus  using confirmed cases up to yesterday xexxaaxefxbxfhorizontal axis is sequential day number starting with day  on st jan xexxaaxefxbxfsolid line is forecast xexxaaxefxbxfxexxb are cases xexxaaxefxbxfxexadxxefxbxf are cases used to predict  not always hit the mark fyi covidxexxbc coronavirususa","Positif"
"451",1,"weekly mortgage applications to buy a home make a strong recovery from  economy coronavirususa","Positif"
"452",-2,"xexxctheyre truly alone and thats the most heartbreaking  around  residents have died from coronavirus at  veteransxexx home in massachusetts coronavirususa covid","Negatif"
"453",-1,"biden will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"454",0,"today the us passed  million confirmed cases  covid covidxexxbc covid coronavirususa covid covid","Netral"
"455",-1,"will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"456",-3,"covid cdc   cure funny if probiotics are used to kill radicals in your blood could a probiotic possibly be used to help fight the coronavirususa  at least help with controlling the severity has anyone looked into it","Negatif"
"457",-2,"wednesdaymorning pencedemic covid coronavirususa   perhaps you donxexxt know the difference between the  required face mask and an eye mask   a face mask does not deter you from looking people in the eye  youxexxre terrible at it but try another lie mr arrogant","Negatif"
"458",-1,"will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"459",2,"covid is hitting some patients with obesity particularly hard  coronavirus coronavirususa lockdown stayathome obesityepidemic","Positif"
"460",-1,"will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"461",1,"deranged genius and now certified covidiot  tweets free america now as his covid predictions prove very wrong covididiots covidxexxbc  covid covidiots coronavirususa pandemic pandemia stayhome wednesdaythoughts certifiedcovidiot","Positif"
"462",0,"imagine the egg on the faces of  amp  will be priceless when their draconian rules devastate small businesses who dont make it back from the coronahoax  il will be totally screwed if thats even possible to be worse off coronavirususa thoughts","Netral"
"463",0,"happy wednesday everyonexfxfxcxd sonny amp stone cold said coronavirususaxfxfxxbaxfxfxxb doyourpartstayapart xexx washyourhands stayhomesavelives xfxfxfxa","Netral"
"464",1,"today is nationalpeaceroseday  covid still sucks  coronavirus coronavirususa","Positif"
"465",0,"governor newsom newsom appoints billnye  the science guy head of coronavirus task force  to keep pace and in response realdonaldtrump appoints berniemadoff to head of coronavirususa small business loans  both should work","Netral"
"466",-1,"the vietnamwar lasted just under  years during that time the us lost  service members  according to  the us has lost  people to coronavirus in  months covid coronavirususa coronaviruspandemic trumpcovidfails trumpvirus trump covid","Negatif"
"467",-1,"the us pandemics killed more than died in the vietnam war with all under threat as bone spurs wont get you safety as happened before  coronavirususa vietnamwar bonespurs trump","Negatif"
"468",-1,"will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"469",0,"grima refuses to wear mask to please saruman penceisanidiot coronavirususa isenguard","Netral"
"470",-1,"will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"471",-2,"this admin amp foolish supporters values reelection amp economic gain over our being  theyll violate own mandates defy own experts force us back to workrisk amp forfeit our lives to serve their purpose  look at the numbers  watch sadly  stay home coronavirususa resist","Negatif"
"472",0,"coronavirususa coronavirus newjerseycoronavirus  nj texas kentucky california","Netral"
"473",0,"how can the white house coronavirus briefings be improved  s xcxb look at issues with opinions from throughout the political spectrum  pressbriefings coronavirususa","Netral"
"474",1,"coronavirususa coronavirus newyorkcoronavirus  new york rhode island georgia south carolina","Positif"
"475",2,"us coronavirus death toll is far higher than reported  newyork covid coronavirususa","Positif"
"476",-4,"coronavirususa has just walked in the door therexexxs been a fold increase of deaths in  wks wait until covid settles down and really makes itself at home in places that have substantial numbers of people who get their medical advice from qanon","Negatif"
"477",0,"why is he praying at all in public office that shit has to go with coronavirususa","Netral"
"478",1,"some cities like st louis say that only africanamericans are dying from covid i donxexxt buy it here is why coronavirususa","Positif"
"479",0,"we still cant get toilet paper next up xfxfxaxaapleasedonthoardthemeat  funnymeme meme coronavirususa coronaviruspandemic toiletpaper tpshortage foodshortage vanillacake cakeshape cakedecoration stayhomestaysafe childrensauthor cake smile laughteristhebestmedicine","Netral"
"480",0,"this right here covid coronavirususa","Netral"
"481",1,"more free activities for kids from the fabulous  parents coronavirususa","Positif"
"482",-2,"coronavirususa coronavirustruth   im trying to wrap my head around how opening at half occupancy protects anyone if person a is turned away but person b gets in then a returns to sit in the same chair what is the point","Negatif"
"483",-4,"more bad news for ba keeps getting worse and has nothing to to with the coronavirususa  boeing q defense space amp security revenue down  to  bln factset consensus  bln marketwatch  am et","Negatif"
"484",-2,"feeling bad for people living in states like iowa amp texas  the governors are basically blackmailing them the warning should to given to the employers instead to make things safe for their employees returning to work  coronavirususa  extendthelockdown","Negatif"
